3,0.00,PNumber:,Gender:,Age:
0,36.78,476.12,31.96,684.52
1,36.78,0.00,350.60,0.00
0,36.85,476.07,31.96,685.11
1,36.85,0.00,351.18,0.00
0,36.94,476.02,31.96,685.84
1,36.94,0.00,351.92,0.00
0,37.00,475.99,31.96,686.42
1,37.00,0.00,352.51,0.00
0,37.09,475.96,31.96,687.15
1,37.09,0.00,353.24,0.00
0,37.15,475.94,31.96,687.74
1,37.15,0.00,353.83,0.00
0,37.23,475.93,31.96,688.44
1,37.23,0.00,354.54,0.00
0,37.30,475.92,31.96,689.05
1,37.30,0.00,355.15,0.00
0,37.39,475.92,31.97,689.78
1,37.39,0.00,355.89,0.00
0,37.45,475.93,31.97,690.36
1,37.45,0.00,356.47,0.00
0,37.54,475.95,31.98,691.09
1,37.54,0.00,357.20,0.00
0,37.60,475.97,31.98,691.68
1,37.60,0.00,357.79,0.00
0,37.69,476.01,31.98,692.41
1,37.69,0.00,358.53,0.00
0,37.75,476.04,31.98,692.99
0,37.84,476.08,31.98,693.74
0,37.90,476.12,31.97,694.40
0,37.96,476.15,31.98,694.94
0,38.04,476.19,31.98,695.73
0,38.10,476.23,31.98,696.40
0,38.18,476.28,31.97,697.22
0,38.24,476.31,31.97,697.73
0,38.30,476.34,31.98,698.40
0,38.38,476.40,31.98,699.22
0,38.44,476.43,31.99,699.73
0,38.50,476.47,31.99,700.39
0,38.58,476.52,32.00,701.22
0,38.64,476.55,32.01,701.72
0,38.70,476.59,32.02,702.39
0,38.79,476.64,32.02,703.21
0,38.84,476.67,32.02,703.72
0,38.90,476.71,32.03,704.39
0,38.99,476.76,32.04,705.21
0,39.04,476.79,32.05,705.72
0,39.10,476.83,32.05,706.38
1,39.14,0.00,359.04,0.00
0,39.19,476.89,32.06,707.21
0,39.24,476.92,32.07,707.71
0,39.29,476.96,32.07,708.22
1,39.29,0.00,359.64,0.00
0,39.35,477.01,32.07,708.86
0,39.40,477.06,32.08,709.38
0,39.49,477.13,32.08,710.21
0,39.54,477.17,32.08,710.71
0,39.60,477.22,32.08,711.37
0,39.69,477.29,32.08,712.20
0,39.75,477.35,32.08,712.87
0,39.80,477.39,32.08,713.37
0,39.85,477.43,32.07,713.86
0,39.90,477.47,32.07,714.37
0,39.99,477.54,32.08,715.19
0,40.04,477.58,32.09,715.70
0,40.10,477.64,32.10,716.36
0,40.19,477.71,32.12,717.19
0,40.24,477.75,32.12,717.69
0,40.30,477.81,32.12,718.36
0,40.39,477.87,32.12,719.16
0,40.44,477.92,32.12,719.69
0,40.50,477.97,32.11,720.36
0,40.59,478.04,32.11,721.17
0,40.65,478.09,32.11,721.82
0,40.70,478.13,32.11,722.32
0,40.75,478.18,32.11,722.84
0,40.84,478.24,32.11,723.66
0,40.90,478.30,32.12,724.32
0,40.99,478.37,32.14,725.15
0,41.04,478.41,32.14,725.65
0,41.10,478.46,32.15,726.31
0,41.19,478.53,32.17,727.16
0,41.24,478.58,32.18,727.66
0,41.30,478.63,32.18,728.32
0,41.39,478.70,32.18,729.14
0,41.44,478.74,32.18,729.64
0,41.49,478.78,32.19,730.14
0,41.55,478.84,32.19,730.81
0,41.64,478.90,32.22,731.64
0,41.70,478.96,32.24,732.30
0,41.79,479.03,32.24,733.13
0,41.84,479.07,32.24,733.63
0,41.89,479.11,32.25,734.15
0,41.96,479.17,32.25,734.81
0,42.01,479.21,32.25,735.31
0,42.09,479.28,32.26,736.13
0,42.14,479.32,32.27,736.63
0,42.21,479.37,32.28,737.29
0,42.29,479.44,32.29,738.13
0,42.36,479.50,32.30,738.79
0,42.41,479.54,32.32,739.29
0,42.49,479.61,32.34,740.13
0,42.56,479.66,32.34,740.79
0,42.61,479.70,32.34,741.29
0,42.69,479.77,32.36,742.12
0,42.76,479.83,32.38,742.78
0,42.84,479.90,32.41,743.60
0,42.91,479.95,32.43,744.27
0,42.99,480.02,32.44,745.10
0,43.04,480.06,32.45,745.60
0,43.09,480.10,32.46,746.11
0,43.16,480.16,32.48,746.77
0,43.24,480.23,32.49,747.60
0,43.29,480.27,32.49,748.10
0,43.36,480.32,32.50,748.76
0,43.44,480.39,32.51,749.59
0,43.50,480.44,32.51,750.23
0,43.56,480.49,32.52,750.75
0,43.61,480.53,32.53,751.26
0,43.69,480.60,32.55,752.08
0,43.76,480.65,32.57,752.75
0,43.84,480.72,32.59,753.57
0,43.91,480.78,32.61,754.24
0,43.99,480.84,32.64,755.06
0,44.06,480.90,32.66,755.73
0,44.14,480.97,32.68,756.56
0,44.21,481.02,32.69,757.23
0,44.29,481.09,32.70,758.05
0,44.36,481.15,32.72,758.72
0,44.44,481.21,32.75,759.54
0,44.49,481.26,32.76,760.05
0,44.56,481.31,32.77,760.69
0,44.61,481.35,32.78,761.21
0,44.69,481.42,32.80,762.04
0,44.76,481.48,32.83,762.70
0,44.84,481.54,32.86,763.53
0,44.91,481.60,32.89,764.20
0,44.99,481.67,32.92,765.02
0,45.06,481.72,32.94,765.69
0,45.14,481.79,32.95,766.52
0,45.19,481.83,32.96,767.02
0,45.26,481.89,32.97,767.69
0,45.33,481.94,32.97,768.35
0,45.41,482.01,32.97,769.18
0,45.46,482.05,32.99,769.68
0,45.53,482.11,33.01,770.34
0,45.59,482.16,33.04,770.98
0,45.66,482.22,33.07,771.67
0,45.73,482.27,33.10,772.33
0,45.81,482.34,33.12,773.15
0,45.86,482.38,33.13,773.65
0,45.93,482.44,33.15,774.32
0,46.01,482.51,33.17,775.14
0,46.08,482.56,33.20,775.82
