3,0.00,PNumber:,Gender:,Age:
0,37.12,565.65,31.97,641.00
1,37.12,352.41,261.31,0.00
1,37.13,352.41,263.26,0.00
1,37.17,352.41,267.02,0.00
0,37.18,565.15,31.97,640.70
1,37.18,352.41,268.85,0.00
1,37.22,352.41,271.00,0.00
0,37.27,564.60,31.96,640.39
0,37.37,564.10,31.96,640.12
0,37.53,563.66,31.96,639.87
